,clickbait
16370,0
21360,0
31230,0
26505,0
20830,0
3344,1
4852,1
26055,0
23059,0
5681,1
10207,1
29036,0
21367,0
9662,1
25396,0
1925,1
25759,0
7517,1
18246,0
15342,1
25164,0
19604,0
24702,0
23502,0
21334,0
18817,0
6600,1
29208,0
5296,1
30026,0
11976,1
19275,0
8399,1
27949,0
22409,0
8811,1
13478,1
25425,0
30328,0
28830,0
13296,1
4324,1
9442,1
18374,0
15386,1
13355,1
4968,1
11373,1
17620,0
22937,0
18797,0
25507,0
11656,1
29903,0
13012,1
25223,0
15540,1
6396,1
31071,0
12695,1
30201,0
28072,0
12977,1
19767,0
27866,0
17321,0
3122,1
6626,1
11626,1
27707,0
13545,1
5411,1
14096,1
9454,1
30664,0
5341,1
30823,0
447,1
11072,1
27576,0
9982,1
9213,1
20908,0
6226,1
31050,0
24202,0
15808,1
7826,1
30000,0
8565,1
8756,1
14755,1
13402,1
14637,1
11079,1
20076,0
29536,0
29448,0
31088,0
3775,1
13990,1
23732,0
12373,1
15137,1
13321,1
8994,1
1731,1
6088,1
19472,0
6314,1
21509,0
16291,0
7216,1
10664,1
6900,1
2407,1
10047,1
24215,0
14566,1
6947,1
16735,0
27221,0
11582,1
24976,0
27432,0
23248,0
31863,0
17943,0
6022,1
20756,0
14951,1
30448,0
16852,0
20320,0
28268,0
13325,1
13886,1
2793,1
110,1
174,1
535,1
20676,0
15868,1
19274,0
14177,1
29415,0
31720,0
27607,0
10643,1
12646,1
30265,0
8588,1
22781,0
2228,1
23930,0
2393,1
6502,1
19369,0
1615,1
30753,0
26150,0
28057,0
14266,1
6059,1
10374,1
28120,0
3097,1
1302,1
26357,0
23326,0
18589,0
28153,0
6195,1
27015,0
18128,0
15770,1
4486,1
862,1
3707,1
26145,0
3611,1
11793,1
30300,0
27353,0
18340,0
18990,0
29162,0
14112,1
25366,0
14036,1
19258,0
651,1
20834,0
23550,0
21444,0
14585,1
24850,0
31890,0
24392,0
25009,0
4741,1
9386,1
17450,0
7176,1
20189,0
25131,0
23024,0
19839,0
14779,1
11513,1
24526,0
9787,1
1483,1
3149,1
17546,0
14683,1
28170,0
5198,1
18832,0
21139,0
5226,1
8359,1
15539,1
21096,0
4970,1
27001,0
24448,0
12102,1
25737,0
14481,1
17241,0
16247,0
30422,0
4121,1
24238,0
26550,0
15603,1
15502,1
30424,0
15008,1
30418,0
24725,0
17260,0
774,1
30110,0
28975,0
14990,1
18324,0
7648,1
16353,0
27210,0
30870,0
27780,0
26261,0
28888,0
29206,0
3135,1
5590,1
13506,1
23974,0
23872,0
10520,1
7756,1
23451,0
31673,0
24583,0
24884,0
29612,0
29896,0
22666,0
12607,1
12514,1
4300,1
4457,1
25234,0
25912,0
26975,0
1959,1
5055,1
29028,0
16610,0
6884,1
19789,0
1827,1
6069,1
17094,0
12185,1
31347,0
3055,1
31376,0
16552,0
21020,0
8654,1
12570,1
2193,1
19995,0
15599,1
22483,0
1706,1
10869,1
12557,1
14550,1
12491,1
5083,1
1958,1
8194,1
22034,0
1014,1
5385,1
24135,0
31652,0
13323,1
4050,1
16641,0
14437,1
5053,1
25898,0
26706,0
29171,0
7477,1
20664,0
18837,0
31889,0
30748,0
13297,1
15867,1
31161,0
6405,1
13075,1
6930,1
2004,1
22932,0
23206,0
173,1
24416,0
15560,1
1801,1
25639,0
1976,1
1621,1
27598,0
13081,1
10139,1
7142,1
5809,1
28503,0
1205,1
12433,1
27253,0
4219,1
12380,1
26749,0
28924,0
26743,0
26153,0
20159,0
22374,0
12824,1
16717,0
19808,0
21694,0
199,1
18190,0
12456,1
11366,1
25299,0
17559,0
18464,0
21403,0
29039,0
31521,0
31194,0
7653,1
17741,0
15016,1
9261,1
11344,1
30515,0
31216,0
20613,0
16594,0
7832,1
6643,1
461,1
5374,1
25424,0
14976,1
14476,1
14670,1
24309,0
22376,0
14477,1
31861,0
5859,1
19464,0
3309,1
30283,0
10397,1
25536,0
7865,1
30281,0
3890,1
13935,1
19269,0
18963,0
7700,1
10291,1
27122,0
25548,0
22737,0
31392,0
19332,0
15723,1
5506,1
14378,1
19076,0
943,1
20556,0
3821,1
30235,0
24652,0
19865,0
31442,0
8616,1
11645,1
30798,0
22392,0
7578,1
27032,0
11379,1
19880,0
15647,1
25874,0
15070,1
20371,0
25531,0
23901,0
27696,0
6428,1
27256,0
18680,0
20052,0
31211,0
904,1
27109,0
18292,0
20031,0
17185,0
13845,1
8242,1
25632,0
30216,0
20804,0
16649,0
27081,0
21092,0
24008,0
8455,1
19822,0
31292,0
18384,0
23876,0
27719,0
28262,0
4812,1
26525,0
17197,0
8669,1
3120,1
23832,0
4871,1
16270,0
11080,1
23598,0
4099,1
1846,1
12821,1
18514,0
24810,0
8711,1
8641,1
11273,1
25255,0
3357,1
21544,0
14188,1
9432,1
2923,1
13574,1
14823,1
18434,0
13278,1
24423,0
13435,1
27120,0
6239,1
597,1
19820,0
16463,0
8028,1
20211,0
894,1
16826,0
11430,1
12997,1
10432,1
29166,0
22416,0
9395,1
23113,0
10989,1
13235,1
14492,1
3842,1
18,1
1865,1
21261,0
3634,1
20669,0
31874,0
881,1
30262,0
29385,0
20370,0
25479,0
7991,1
27739,0
12842,1
21136,0
4049,1
27466,0
11523,1
26077,0
1705,1
28214,0
26297,0
23886,0
10163,1
30599,0
22833,0
14059,1
11724,1
1316,1
14431,1
31765,0
3825,1
19312,0
15212,1
11397,1
29658,0
27335,0
933,1
4176,1
11588,1
895,1
20685,0
15787,1
30091,0
24351,0
12202,1
26737,0
9464,1
28741,0
10707,1
30910,0
9366,1
8543,1
14601,1
23961,0
5022,1
6292,1
2547,1
13003,1
2999,1
28890,0
28506,0
25805,0
22527,0
8943,1
10132,1
29916,0
3679,1
23139,0
26370,0
9514,1
29370,0
29869,0
20573,0
31500,0
14993,1
13434,1
1408,1
7699,1
30382,0
2363,1
7343,1
18880,0
12209,1
6587,1
16253,0
22428,0
20644,0
26319,0
4394,1
20152,0
31533,0
14970,1
784,1
12883,1
4032,1
19754,0
21522,0
4829,1
29195,0
10370,1
22936,0
29147,0
27091,0
4284,1
4250,1
22345,0
16153,0
24287,0
9459,1
25406,0
20595,0
27969,0
13224,1
6979,1
30714,0
1262,1
17646,0
25347,0
5888,1
4639,1
19511,0
11069,1
22571,0
31263,0
22819,0
19712,0
3684,1
1764,1
22823,0
19782,0
12934,1
30510,0
27838,0
2255,1
25852,0
2216,1
13427,1
27801,0
5909,1
5594,1
28006,0
31869,0
2075,1
18010,0
20501,0
22432,0
18926,0
26295,0
23509,0
15067,1
16647,0
29647,0
30333,0
19406,0
28947,0
21253,0
524,1
14873,1
28867,0
815,1
11237,1
17964,0
29055,0
25451,0
25192,0
22679,0
30715,0
25059,0
12522,1
4684,1
8804,1
16374,0
26041,0
14922,1
22313,0
16177,0
16416,0
30496,0
3504,1
10521,1
21754,0
5798,1
13226,1
28177,0
20047,0
23854,0
26713,0
507,1
8895,1
10142,1
28463,0
4085,1
1068,1
28205,0
13756,1
6276,1
21502,0
2018,1
26259,0
24175,0
29335,0
15847,1
21594,0
16271,0
2044,1
28022,0
16304,0
17571,0
29187,0
30604,0
27315,0
10027,1
6830,1
30651,0
15226,1
5293,1
7455,1
20084,0
21803,0
27709,0
31705,0
30437,0
31557,0
22874,0
16539,0
25988,0
16422,0
8460,1
15318,1
892,1
8191,1
27169,0
21837,0
11367,1
19765,0
31980,0
322,1
3364,1
15566,1
30989,0
25598,0
20832,0
13023,1
8794,1
215,1
18934,0
13267,1
1712,1
28483,0
26189,0
18708,0
14635,1
17054,0
28822,0
24480,0
11901,1
13880,1
31042,0
20082,0
20021,0
17251,0
16293,0
14511,1
20548,0
12792,1
21964,0
14975,1
1447,1
15181,1
627,1
15338,1
13518,1
6798,1
31573,0
26774,0
3127,1
12308,1
1172,1
19091,0
4937,1
25262,0
10373,1
24908,0
10928,1
4370,1
20007,0
15132,1
10423,1
3670,1
19750,0
31505,0
10977,1
80,1
30165,0
9400,1
6142,1
6894,1
27455,0
6768,1
36,1
19519,0
22153,0
28096,0
29251,0
23618,0
28486,0
3242,1
21213,0
342,1
1115,1
12563,1
29146,0
27174,0
5066,1
16484,0
27079,0
5899,1
2902,1
1063,1
5271,1
27332,0
25607,0
17600,0
1987,1
30336,0
24681,0
4236,1
6285,1
19684,0
23514,0
18180,0
17888,0
6759,1
26441,0
7665,1
5315,1
28457,0
4429,1
30992,0
16075,0
23360,0
19830,0
3738,1
4381,1
1395,1
23562,0
30739,0
10646,1
11530,1
6787,1
4514,1
20809,0
24484,0
7133,1
18002,0
1914,1
19947,0
27009,0
12262,1
17236,0
18915,0
11362,1
5665,1
25523,0
29176,0
6166,1
27565,0
9448,1
18568,0
19715,0
15921,1
25354,0
4245,1
1221,1
23292,0
29469,0
24777,0
29899,0
16426,0
3779,1
28645,0
7406,1
19633,0
10636,1
8467,1
1523,1
6773,1
29411,0
18179,0
24225,0
24039,0
8365,1
10019,1
5878,1
20492,0
16216,0
6546,1
12365,1
1749,1
29677,0
12032,1
27152,0
17034,0
3430,1
11970,1
17657,0
18291,0
27733,0
7312,1
27745,0
29328,0
29714,0
30827,0
23131,0
10281,1
17709,0
8466,1
554,1
23121,0
28623,0
11458,1
22640,0
15692,1
18438,0
8575,1
18092,0
13103,1
26664,0
11806,1
5166,1
28999,0
22613,0
22634,0
22485,0
19441,0
18800,0
6422,1
8597,1
14841,1
13672,1
11002,1
12412,1
8123,1
2539,1
3658,1
31727,0
20125,0
6551,1
8777,1
14068,1
24893,0
21300,0
14535,1
11479,1
16722,0
28585,0
15935,1
324,1
31035,0
18325,0
26186,0
23222,0
6674,1
28142,0
18284,0
27722,0
18066,0
15282,1
20881,0
6788,1
14370,1
29133,0
21247,0
24738,0
7902,1
4641,1
5626,1
14316,1
19358,0
8407,1
30127,0
924,1
2061,1
2515,1
19978,0
14216,1
17040,0
26910,0
10987,1
19029,0
12727,1
17079,0
8124,1
538,1
6595,1
13046,1
8330,1
6011,1
24271,0
18849,0
3744,1
22602,0
20519,0
15882,1
11251,1
12654,1
11202,1
3942,1
11630,1
28784,0
18679,0
9287,1
17898,0
28880,0
24747,0
3529,1
23122,0
31671,0
2213,1
10060,1
5157,1
1182,1
29799,0
16151,0
29791,0
11926,1
4967,1
10378,1
31584,0
21823,0
28248,0
9557,1
18669,0
28116,0
7392,1
9245,1
20864,0
27976,0
1545,1
31475,0
17669,0
20550,0
27587,0
839,1
17482,0
12497,1
26696,0
26920,0
27971,0
30077,0
31902,0
14186,1
25489,0
19962,0
13593,1
9372,1
5104,1
27453,0
7187,1
10663,1
18050,0
11891,1
9485,1
29414,0
28228,0
31079,0
3495,1
13978,1
9878,1
25125,0
13513,1
5637,1
7660,1
28425,0
20085,0
618,1
15975,1
27151,0
9680,1
4230,1
24056,0
14516,1
8314,1
23110,0
9956,1
26778,0
1726,1
24555,0
9380,1
25704,0
24044,0
22651,0
8379,1
19860,0
3467,1
29794,0
12193,1
23993,0
12141,1
27942,0
26116,0
26212,0
25592,0
3029,1
29323,0
527,1
18810,0
26915,0
24252,0
19112,0
17131,0
31580,0
17708,0
11593,1
18838,0
29795,0
9189,1
15510,1
6852,1
6865,1
4869,1
17727,0
5477,1
2915,1
30675,0
31560,0
31653,0
30763,0
9329,1
23988,0
947,1
2974,1
3822,1
26504,0
15390,1
4259,1
21008,0
31822,0
24244,0
27845,0
29603,0
12820,1
21156,0
17459,0
18461,0
21605,0
23349,0
2530,1
28509,0
2567,1
19891,0
20732,0
28039,0
31644,0
5886,1
23889,0
19637,0
18433,0
25888,0
23072,0
26329,0
13586,1
18172,0
3428,1
14501,1
20721,0
7954,1
29644,0
22356,0
8803,1
28124,0
6514,1
29626,0
4911,1
23929,0
30736,0
28827,0
22266,0
2382,1
26717,0
18550,0
7256,1
28454,0
18097,0
3372,1
14773,1
4717,1
9510,1
4565,1
6348,1
29475,0
11659,1
20269,0
20347,0
9009,1
12895,1
28357,0
20728,0
7210,1
21692,0
29020,0
22069,0
30606,0
418,1
2410,1
10937,1
30771,0
6863,1
6711,1
27775,0
14244,1
9010,1
20185,0
10513,1
28010,0
20402,0
15289,1
422,1
4661,1
3570,1
3530,1
6043,1
23111,0
20470,0
5891,1
11446,1
29875,0
29439,0
19579,0
7288,1
30268,0
21201,0
24082,0
26118,0
22107,0
24646,0
20758,0
26391,0
15896,1
3971,1
21745,0
27568,0
26693,0
30337,0
12724,1
28823,0
20642,0
7388,1
22013,0
23770,0
31712,0
25483,0
343,1
12624,1
10102,1
15115,1
2161,1
5111,1
20081,0
12324,1
15939,1
26304,0
21004,0
25098,0
13231,1
19083,0
5972,1
18397,0
14306,1
18526,0
29748,0
15755,1
3746,1
7056,1
8517,1
20231,0
15012,1
22826,0
17314,0
18587,0
16354,0
12214,1
11236,1
20397,0
29622,0
2602,1
2706,1
31524,0
9740,1
8618,1
9827,1
24237,0
25190,0
25967,0
4183,1
18646,0
18907,0
8764,1
15348,1
26527,0
15858,1
19882,0
3896,1
22612,0
17744,0
19119,0
22676,0
5961,1
31369,0
15570,1
19908,0
6954,1
8164,1
18459,0
2477,1
21081,0
4090,1
15819,1
4837,1
28001,0
3575,1
7205,1
27993,0
19489,0
3211,1
31297,0
4860,1
27074,0
22225,0
31558,0
7023,1
7750,1
30540,0
7126,1
26792,0
23803,0
8668,1
16688,0
23117,0
12328,1
23469,0
29582,0
12809,1
26125,0
17359,0
6614,1
6767,1
8679,1
23299,0
18919,0
9302,1
30857,0
13094,1
2118,1
16597,0
10412,1
8513,1
19873,0
23064,0
3444,1
7723,1
27167,0
18723,0
21857,0
9663,1
22142,0
17325,0
4360,1
22396,0
29261,0
5718,1
21752,0
9803,1
9059,1
21169,0
23837,0
28740,0
30108,0
14342,1
9317,1
16199,0
21730,0
20243,0
24697,0
30494,0
4918,1
29929,0
5335,1
28767,0
17069,0
31484,0
23103,0
17925,0
29854,0
2985,1
15428,1
27874,0
2305,1
13564,1
2611,1
8875,1
4590,1
1599,1
10802,1
30722,0
21275,0
1425,1
6242,1
28027,0
24506,0
14582,1
28673,0
29566,0
27665,0
1294,1
16988,0
30131,0
15120,1
15202,1
24730,0
7303,1
13246,1
25250,0
20723,0
27947,0
28299,0
444,1
4015,1
29373,0
21294,0
16661,0
16184,0
17153,0
11325,1
720,1
13422,1
18955,0
15587,1
14754,1
19210,0
21144,0
27181,0
24653,0
31626,0
9297,1
30480,0
23866,0
4781,1
26132,0
28303,0
21058,0
10006,1
26500,0
8487,1
9737,1
18554,0
7363,1
18967,0
21172,0
16405,0
17976,0
16494,0
26272,0
13078,1
18423,0
23327,0
13008,1
4582,1
30630,0
31148,0
1420,1
3953,1
13333,1
25137,0
26700,0
11109,1
23162,0
6912,1
7009,1
1519,1
18373,0
6530,1
23712,0
30709,0
5244,1
16749,0
13017,1
502,1
14767,1
21079,0
31199,0
27990,0
17401,0
25738,0
28514,0
28302,0
29941,0
15556,1
23464,0
21924,0
9017,1
15064,1
25721,0
19309,0
22357,0
21635,0
10441,1
14250,1
23343,0
14859,1
3733,1
29,1
10985,1
28440,0
10629,1
6727,1
28101,0
10757,1
686,1
26338,0
22987,0
25001,0
21809,0
18859,0
20482,0
7442,1
17765,0
30946,0
9561,1
7931,1
4523,1
25445,0
2089,1
24750,0
22730,0
1534,1
8036,1
20139,0
28123,0
26056,0
30942,0
21801,0
24296,0
9929,1
26610,0
15725,1
14509,1
729,1
30908,0
9648,1
15914,1
3615,1
4225,1
22055,0
8453,1
11949,1
30517,0
28048,0
26586,0
21622,0
1158,1
11303,1
9946,1
14433,1
30620,0
12796,1
31342,0
6523,1
347,1
28108,0
7467,1
12481,1
19114,0
31439,0
18711,0
15257,1
18995,0
4715,1
26880,0
8608,1
25448,0
28208,0
16169,0
20253,0
26726,0
4671,1
27524,0
24488,0
9942,1
25615,0
9961,1
12778,1
13896,1
21296,0
7740,1
26014,0
18887,0
4928,1
24676,0
8853,1
768,1
17009,0
7082,1
24493,0
28054,0
5080,1
25492,0
1651,1
19950,0
11352,1
4488,1
30070,0
16679,0
23348,0
31929,0
8506,1
21229,0
4857,1
5429,1
21723,0
24197,0
10911,1
5745,1
14462,1
29033,0
14033,1
26613,0
10428,1
5674,1
9758,1
3152,1
19028,0
23093,0
12799,1
20420,0
16703,0
30787,0
20456,0
2226,1
20377,0
5460,1
8201,1
763,1
23077,0
15131,1
6145,1
19410,0
28278,0
14426,1
27811,0
13904,1
4697,1
19814,0
16943,0
9336,1
6113,1
13152,1
14340,1
4527,1
24291,0
27131,0
268,1
6609,1
28786,0
21473,0
8902,1
25930,0
17178,0
12970,1
6303,1
21111,0
18513,0
15229,1
352,1
29834,0
2009,1
10706,1
26984,0
2071,1
28127,0
20143,0
20319,0
19812,0
629,1
5991,1
29192,0
1554,1
26971,0
3304,1
23701,0
11491,1
248,1
30455,0
8312,1
9433,1
18822,0
14940,1
15487,1
20562,0
13546,1
15105,1
7938,1
28031,0
5249,1
25961,0
25529,0
2020,1
20483,0
5786,1
6565,1
24150,0
11993,1
1505,1
3588,1
26999,0
21944,0
7051,1
31928,0
23413,0
16296,0
14129,1
7632,1
16561,0
12836,1
11877,1
27297,0
8363,1
17828,0
3176,1
22458,0
13714,1
29364,0
10496,1
13287,1
30012,0
29270,0
3721,1
30685,0
28189,0
29062,0
14084,1
23915,0
5223,1
1208,1
20668,0
24465,0
31517,0
27243,0
1564,1
18393,0
8934,1
22630,0
31388,0
13052,1
14190,1
30016,0
31782,0
14920,1
29102,0
30542,0
2303,1
13217,1
14740,1
1939,1
31122,0
16401,0
20520,0
31237,0
24432,0
13384,1
7041,1
15104,1
25090,0
2883,1
2569,1
22659,0
12572,1
29351,0
15484,1
30964,0
24839,0
24132,0
29412,0
9456,1
10166,1
9717,1
24737,0
2854,1
9592,1
9078,1
30037,0
21465,0
2171,1
14043,1
20083,0
4436,1
14707,1
20329,0
29425,0
31746,0
14329,1
7687,1
16635,0
17052,0
8570,1
30872,0
13711,1
9239,1
24625,0
22466,0
9428,1
14907,1
2164,1
1718,1
15532,1
4145,1
5304,1
27671,0
22715,0
2763,1
1112,1
7276,1
3400,1
31332,0
26085,0
5738,1
29512,0
3054,1
28069,0
25688,0
10089,1
28526,0
26839,0
27170,0
5987,1
7579,1
8896,1
23039,0
14299,1
7045,1
29888,0
29737,0
3510,1
18290,0
10723,1
3145,1
31399,0
19823,0
21514,0
3468,1
17214,0
3287,1
10557,1
15355,1
11968,1
26840,0
12662,1
9292,1
24666,0
11195,1
20961,0
19278,0
26769,0
21221,0
29836,0
5631,1
25393,0
12040,1
9170,1
12201,1
17443,0
18716,0
30161,0
15402,1
13145,1
18985,0
7856,1
29825,0
22982,0
27493,0
14705,1
24322,0
14318,1
27664,0
15594,1
5027,1
5439,1
13854,1
4005,1
5520,1
3843,1
8691,1
19971,0
19655,0
24494,0
31528,0
25297,0
14236,1
4365,1
8888,1
22029,0
21225,0
11168,1
10119,1
22760,0
15924,1
10297,1
3416,1
23379,0
14347,1
16408,0
14678,1
18463,0
196,1
19120,0
4561,1
26983,0
24922,0
19813,0
17610,0
5262,1
12559,1
5345,1
1919,1
21897,0
4780,1
20309,0
11059,1
24821,0
8910,1
7131,1
15375,1
16346,0
31615,0
8068,1
14054,1
22033,0
8532,1
8136,1
5753,1
1619,1
84,1
26934,0
3324,1
2529,1
22822,0
10497,1
14622,1
14474,1
15974,1
7163,1
19310,0
30433,0
14275,1
23020,0
31206,0
18851,0
6650,1
24704,0
10890,1
6356,1
17572,0
15547,1
14865,1
21508,0
3771,1
6094,1
25408,0
24443,0
6848,1
16775,0
8244,1
9920,1
15688,1
11868,1
26986,0
6443,1
12770,1
13595,1
1094,1
12913,1
31353,0
4371,1
7242,1
23104,0
14466,1
16550,0
24242,0
27620,0
15194,1
9470,1
29424,0
29957,0
29910,0
25168,0
25257,0
31136,0
22570,0
30388,0
27900,0
28891,0
14853,1
26517,0
16344,0
29548,0
17076,0
30307,0
13177,1
28621,0
29928,0
31419,0
21074,0
10064,1
16377,0
13393,1
11649,1
21710,0
15383,1
5771,1
20384,0
926,1
29050,0
4889,1
8297,1
21217,0
6938,1
5454,1
11617,1
3903,1
2693,1
3181,1
680,1
18917,0
1445,1
23404,0
17456,0
25155,0
2359,1
12671,1
6761,1
25486,0
24678,0
319,1
3804,1
7947,1
31707,0
21713,0
4023,1
21244,0
25515,0
17798,0
28995,0
9063,1
19127,0
4248,1
1825,1
20590,0
23585,0
1234,1
14140,1
6476,1
25004,0
24885,0
16078,0
17575,0
3547,1
27830,0
28597,0
16178,0
18535,0
24028,0
12673,1
22642,0
2028,1
12983,1
6696,1
26374,0
30835,0
1374,1
26941,0
6038,1
10792,1
15645,1
29343,0
4885,1
21307,0
14761,1
14908,1
3458,1
26380,0
22224,0
23728,0
30311,0
19613,0
11056,1
13795,1
2311,1
9752,1
15585,1
12326,1
3323,1
28289,0
4984,1
12606,1
31415,0
2851,1
26167,0
10014,1
28530,0
17832,0
12746,1
6557,1
14228,1
16397,0
18258,0
30322,0
11695,1
16259,0
22988,0
20528,0
9167,1
11785,1
24294,0
14221,1
17420,0
2607,1
11376,1
9656,1
28825,0
15210,1
28437,0
3740,1
28971,0
18333,0
30762,0
2270,1
12361,1
5678,1
14183,1
25916,0
13922,1
16987,0
21766,0
5737,1
4055,1
28472,0
13999,1
31893,0
11477,1
18675,0
15636,1
25414,0
19030,0
7827,1
13149,1
17766,0
16525,0
29299,0
11524,1
29729,0
9689,1
19287,0
8805,1
25426,0
2173,1
27112,0
28634,0
5587,1
31990,0
15741,1
12300,1
18811,0
8292,1
18902,0
27037,0
13181,1
20980,0
3680,1
29474,0
13160,1
19408,0
28117,0
13597,1
22755,0
11186,1
8133,1
19586,0
30342,0
31957,0
10904,1
24819,0
28196,0
21607,0
1380,1
22871,0
2461,1
9476,1
6434,1
19522,0
8531,1
11017,1
15134,1
10570,1
1506,1
6052,1
8485,1
31208,0
26129,0
15468,1
16764,0
1630,1
13523,1
9188,1
20038,0
19811,0
54,1
29209,0
23067,0
5953,1
21689,0
15595,1
2815,1
15389,1
8196,1
10703,1
2108,1
24733,0
15766,1
30855,0
30584,0
857,1
25590,0
20176,0
13047,1
2538,1
1239,1
9924,1
12419,1
6678,1
2119,1
24732,0
189,1
4740,1
21816,0
19400,0
1688,1
645,1
30413,0
7199,1
27158,0
28360,0
4198,1
4091,1
9125,1
26147,0
23972,0
13350,1
26976,0
12660,1
8200,1
20916,0
13719,1
26799,0
11044,1
88,1
17077,0
25237,0
8961,1
18304,0
16517,0
14338,1
1330,1
24889,0
20428,0
2026,1
14644,1
26185,0
19499,0
17883,0
16893,0
23878,0
211,1
22688,0
3550,1
2917,1
7707,1
23436,0
28672,0
6703,1
18306,0
5352,1
30028,0
26667,0
8966,1
28405,0
26645,0
28722,0
8912,1
29447,0
28418,0
18586,0
8624,1
5941,1
2754,1
13143,1
6596,1
30551,0
24541,0
30879,0
16369,0
23957,0
16014,0
123,1
9957,1
21786,0
22997,0
2838,1
11169,1
23941,0
1812,1
4613,1
13522,1
28664,0
28963,0
28981,0
2110,1
5553,1
26826,0
12652,1
30761,0
25254,0
28856,0
10512,1
16578,0
31756,0
2508,1
15889,1
18278,0
31985,0
27393,0
2544,1
27439,0
4938,1
24382,0
9984,1
17258,0
31425,0
1612,1
12099,1
28011,0
24199,0
15821,1
7509,1
25568,0
2408,1
2822,1
21589,0
11668,1
22335,0
15973,1
28371,0
17000,0
9768,1
26568,0
24424,0
22526,0
31156,0
12339,1
25532,0
17877,0
6012,1
7998,1
21802,0
7319,1
29426,0
27925,0
18699,0
22545,0
20691,0
28484,0
16644,0
14475,1
1502,1
25067,0
30153,0
13129,1
12289,1
11461,1
5336,1
8863,1
372,1
20444,0
16224,0
11740,1
27833,0
27289,0
13455,1
12740,1
16709,0
24118,0
31738,0
6014,1
3104,1
5248,1
31747,0
28904,0
28059,0
5142,1
21854,0
4228,1
31359,0
23841,0
26874,0
11220,1
12465,1
31427,0
4261,1
16910,0
30042,0
5003,1
23338,0
25339,0
17965,0
96,1
26314,0
19649,0
8578,1
30447,0
8089,1
24401,0
20042,0
3545,1
20848,0
274,1
9963,1
2426,1
14060,1
936,1
18741,0
21051,0
2783,1
18408,0
13151,1
29523,0
30177,0
26560,0
4010,1
11958,1
12561,1
9851,1
11810,1
9503,1
14021,1
2545,1
6466,1
29861,0
31068,0
4689,1
19387,0
26,1
6639,1
16530,0
558,1
106,1
13401,1
31034,0
5020,1
19631,0
26134,0
9599,1
12318,1
13537,1
13694,1
16103,0
15059,1
23973,0
13006,1
9313,1
26008,0
26938,0
11772,1
5612,1
12881,1
12785,1
4412,1
11980,1
12636,1
1441,1
7627,1
16956,0
2994,1
5140,1
5549,1
15617,1
963,1
19671,0
26522,0
26555,0
3188,1
12698,1
15176,1
4872,1
30493,0
2858,1
6778,1
21023,0
1004,1
28380,0
5915,1
8335,1
3755,1
24726,0
3991,1
2034,1
24166,0
22150,0
1961,1
29046,0
16435,0
9791,1
9994,1
14786,1
24468,0
26536,0
752,1
23050,0
24188,0
1048,1
24790,0
12189,1
17532,0
10422,1
9487,1
6093,1
5877,1
25221,0
29809,0
3447,1
25806,0
7399,1
10617,1
31897,0
30601,0
11413,1
540,1
20332,0
21437,0
23678,0
26627,0
15630,1
21647,0
28580,0
17740,0
24414,0
5143,1
5595,1
25572,0
12757,1
9854,1
7346,1
13748,1
23792,0
7852,1
8681,1
22911,0
6326,1
18198,0
26036,0
13957,1
13528,1
30701,0
10801,1
20576,0
11895,1
1635,1
10624,1
23269,0
16853,0
9550,1
26390,0
1839,1
9748,1
1,1
25692,0
18869,0
19572,0
4267,1
26772,0
20544,0
8699,1
2890,1
1479,1
8294,1
11760,1
12159,1
426,1
31809,0
22038,0
13462,1
27372,0
5114,1
10381,1
23153,0
12157,1
10971,1
10852,1
29440,0
852,1
11570,1
8239,1
7773,1
15285,1
11679,1
19413,0
14463,1
10244,1
8210,1
16087,0
3022,1
11621,1
4391,1
26923,0
8882,1
10273,1
7513,1
23043,0
11279,1
2555,1
13136,1
4493,1
21942,0
25994,0
31852,0
16332,0
11765,1
27566,0
21554,0
26563,0
30858,0
18443,0
12565,1
29550,0
21351,0
8915,1
27905,0
826,1
7886,1
10171,1
21330,0
5944,1
1469,1
28742,0
2098,1
25538,0
12244,1
31158,0
121,1
7551,1
16139,0
31009,0
31645,0
162,1
31112,0
9410,1
21286,0
25158,0
24523,0
29139,0
18734,0
30973,0
19197,0
30656,0
11049,1
6298,1
594,1
5962,1
15581,1
8000,1
11120,1
31657,0
17112,0
7180,1
16372,0
4859,1
1553,1
15631,1
8195,1
25100,0
22880,0
22901,0
2856,1
17996,0
24916,0
7429,1
18391,0
31771,0
21659,0
22577,0
14373,1
26680,0
26991,0
19872,0
28744,0
13349,1
20506,0
20783,0
22419,0
18879,0
31433,0
22601,0
21771,0
17724,0
19327,0
22923,0
9750,1
25596,0
8574,1
728,1
14402,1
29940,0
10768,1
28533,0
13114,1
17386,0
4105,1
8053,1
27215,0
22102,0
206,1
2628,1
8132,1
4542,1
2993,1
11063,1
26607,0
22204,0
4116,1
19065,0
11577,1
19231,0
10357,1
21958,0
18505,0
17105,0
16823,0
21772,0
1673,1
26921,0
20683,0
9385,1
18330,0
23190,0
7733,1
1243,1
3930,1
18593,0
23468,0
6800,1
25180,0
18114,0
29510,0
26625,0
30338,0
24187,0
1640,1
16348,0
26908,0
23891,0
2187,1
1977,1
15871,1
31690,0
22239,0
15017,1
23126,0
23527,0
24578,0
28348,0
847,1
31080,0
27622,0
26124,0
6453,1
16218,0
6139,1
20956,0
18355,0
30271,0
7697,1
30944,0
11641,1
29264,0
21798,0
3963,1
30207,0
26933,0
30890,0
8129,1
22796,0
28276,0
